rsi,macd,macd_signal,macd_diff,sma_10,sma_30,daily_return,volatility_10,sentiment_score,target
55.18174658020761,5.046021316961969,2.8802618755005884,2.1657594414613808,327.51999816894534,319.19566548665364,-0.0149591430196652,0.0175454890781437,-0.1379,0
57.877159175901106,5.2140083165909346,3.347011163718658,1.8669971528722769,330.10999755859376,320.5696655273438,0.0139157978505861,0.0170679108859802,-0.1379,0
53.47277079106619,4.819536010987463,3.641516133172419,1.1780198778150437,332.1689971923828,321.6196655273437,-0.0174543681811547,0.0187276251393159,-0.1379,1
49.70564566802956,4.023985781289525,3.718010062795841,0.3059757184936846,332.5679962158203,322.5536651611328,-0.0164283006960539,0.0167796515267163,-0.1379,1
47.197111117544,3.052497189979249,3.5849074882325223,-0.5324102982532732,332.35199584960935,322.89499816894534,-0.0117011689297318,0.0171018049793799,-0.1379,1
58.92017340696658,3.8440394470262618,3.6367338799912705,0.2073055670349912,333.38799743652345,323.77833150227866,0.0621662095051711,0.025518636786011,-0.1379,1
61.9341197303048,4.946084633239252,3.898604030640867,1.0474806025983852,334.14499816894534,324.76833190917966,0.0193817715614703,0.0246756725263019,-0.1379,0
64.11545514750705,6.157589740799779,4.350401172672649,1.8071885681271296,335.2279998779297,326.13133239746094,0.0146278339149956,0.0249684397614474,-0.1379,0
62.53969429688141,6.871473901876186,4.854615718513357,2.016858183362829,336.25,327.0623321533203,-0.0058862207330171,0.0250283603948608,-0.1379,0
59.77304723931333,7.063702920130481,5.296433158836782,1.767269761293699,337.2900024414063,327.9479990641276,-0.010354676927882,0.0249757157312945,-0.1379,0
51.556279911985605,6.167770509884008,5.4707006290462274,0.6970698808377804,337.6210021972656,328.0886657714844,-0.0350020679940933,0.0273024036193581,-0.1379,1
48.86234351183605,5.035768321009812,5.383714167438945,-0.3479458464291332,337.04100036621094,328.11766560872394,-0.0135082811620792,0.0272746574390687,-0.1379,1
51.71213521728294,4.468807159735604,5.200732765898277,-0.7319256061626724,337.5190002441406,328.1836659749349,0.01436121932444,0.0270506233924472,-0.1379,1
54.28735550747477,4.327868471331101,5.026159906984842,-0.6982914356537409,338.98200073242185,328.382666015625,0.013289839534482,0.0264556178290557,-0.1379,1
60.566508397719154,5.150120090829887,5.0509519437538515,0.0991681470760355,342.0550018310547,329.9006663004557,0.036363092201525,0.0274833961346049,-0.1379,0
57.49867028542661,5.381455266440923,5.117052608291266,0.264402658149657,342.6940002441406,330.91199951171876,-0.0126553485570388,0.0209812137928027,-0.1379,1
57.79423567743636,5.54684431859306,5.203010950351625,0.3438333682414347,342.7309997558594,331.6246663411458,0.0016455177086092,0.0200849125807586,-0.1379,1
