Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,rsi,macd,macd_signal,macd_diff,sma_10,sma_30,daily_return,volatility_10,bb_high,bb_low
2025-06-30 00:00:00-04:00,742.1176905331245,745.4567832484664,731.851350759088,735.6788330078125,15402100,0.0,0.0,,,,,,,,,,
2025-07-01 00:00:00-04:00,734.4727647300622,735.3399177465482,713.0330238804761,716.8704223632812,13431200,0.0,0.0,,,,,,,-0.025566061983370303,,,
2025-07-02 00:00:00-04:00,712.9932128907722,717.9469479430355,710.4714485666279,711.2389526367188,9336700,0.0,0.0,,,,,,,-0.007855631298048893,,,
2025-07-03 00:00:00-04:00,724.23628063908,726.6484187341657,712.0861007528597,716.6611328125,8601700,0.0,0.0,,,,,,,0.007623570328481044,,,
2025-07-07 00:00:00-04:00,715.2556849998467,724.6250009558648,711.1790804792781,716.0032348632812,9457100,0.0,0.0,,,,,,,-0.0009180042269585353,,,
2025-07-08 00:00:00-04:00,719.2128191233631,720.5484076114845,712.4748926138262,718.3157348632812,7770700,0.0,0.0,,,,,,,0.003229734011525265,,,
2025-07-09 00:00:00-04:00,720.3589150351036,735.1205906116353,720.3589150351036,730.3861083984375,11418000,0.0,0.0,,,,,,,0.01680371590001939,,,
2025-07-10 00:00:00-04:00,729.1601141641413,733.3962299961528,717.2491410105094,724.8641967773438,9913600,0.0,0.0,,,,,,,-0.007560263753101704,,,
2025-07-11 00:00:00-04:00,720.1397657932962,722.791049443565,707.3815924903404,715.1660766601562,10873900,0.0,0.0,,,,,,,-0.013379223529461304,,,
2025-07-14 00:00:00-04:00,715.2557188520466,725.6217684499236,714.2091611608587,718.5648803710938,8939400,0.0,0.0,,,,,720.3749572753907,,0.004752467744009836,,,
2025-07-15 00:00:00-04:00,721.5351494521201,722.1032338104419,707.5011297082585,708.0692749023438,11529500,0.0,0.0,,,,,717.6140014648438,,-0.014606343498626995,0.012466573730506976,,
2025-07-16 00:00:00-04:00,711.0395596935507,711.637575280654,696.9856458747225,700.6137084960938,13067600,0.0,0.0,,,,,715.988330078125,,-0.010529430764070757,0.010252789234401774,,
2025-07-17 00:00:00-04:00,702.0888975460598,703.5939743779064,694.8326508122145,699.1185913085938,11803300,0.0,0.0,,,,,714.7762939453125,,-0.002134010752814608,0.01006271724519997,,
2025-07-18 00:00:00-04:00,699.8960490076172,702.407835998619,689.3905035678976,701.979248046875,12779800,0.0,0.0,30.74870790744552,,,,713.30810546875,,0.004091804700725676,0.009757575674167867,,
2025-07-21 00:00:00-04:00,704.4910420819451,714.657733300232,703.4544614129026,710.640869140625,9404400,0.0,0.0,41.03856289690631,,,,712.7718688964844,,0.012338856337775317,0.010772453859094686,,
2025-07-22 00:00:00-04:00,713.8502737130124,714.2589075119218,699.1185294508831,702.5074462890625,8921100,0.0,0.0,35.67767450086393,,,,711.1910400390625,,-0.011445194337609932,0.011169971367867692,,
2025-07-23 00:00:00-04:00,704.0623726003058,712.2953979460707,702.627074466955,711.2488403320312,8771600,0.0,0.0,44.125590686776356,,,,709.2773132324219,,0.012443133648112115,0.010406103405979878,,
2025-07-24 00:00:00-04:00,714.7075545657141,721.256099225235,711.6675303636672,712.4649047851562,10920800,0.0,0.0,45.20378977832624,,,,708.0373840332031,,0.0017097594880539635,0.010328018315061324,,
2025-07-25 00:00:00-04:00,714.5778842585692,718.2957401275581,709.5743254141869,710.3517456054688,8271700,0.0,0.0,43.62830343144679,,,,707.5559509277343,,-0.002965983538971262,0.009509427674533352,,
2025-07-28 00:00:00-04:00,712.8635293495823,722.3723412768968,710.3517424558249,715.2855834960938,8715700,0.0,0.0,48.17038689992287,,,,707.2280212402344,,0.006945626474697653,0.009671382802194803,732.0884859799451,695.5144925356799
2025-07-29 00:00:00-04:00,717.6479213169642,722.1032896273051,697.6235240780348,697.7132568359375,13267000,0.0,0.0,36.79808662901636,,,,706.1924194335937,,-0.02456686820705678,0.01161328051888608,728.5177525721779,695.2886683262595
2025-07-30 00:00:00-04:00,705.7768321791035,706.1854660197899,688.9419939778502,692.9389038085938,27077300,0.0,0.0,34.42040294404967,,,,705.4249389648437,,-0.006842858410050834,0.011347131234403937,729.0726406356165,692.3406284073523
2025-07-31 00:00:00-04:00,772.667590247117,782.1863801577031,763.0092430876867,770.913330078125,38831100,0.0,0.0,69.30444017741945,,,,712.6044128417968,,0.11252713022888616,0.03762532409707023,745.7311466547864,681.649560132323
2025-08-01 00:00:00-04:00,758.2448261685668,763.497629588928,742.8752172910131,747.5598754882812,19028700,0.0,0.0,59.1551795912473,,,,717.1624755859375,,-0.03029322970388526,0.0397778785098666,750.5160063524709,679.9545747022166
2025-08-04 00:00:00-04:00,757.5172228150747,774.3121526971289,755.9323902785536,773.833740234375,15801700,0.0,0.0,65.3102379434922,,,,723.4817626953125,,0.03514616769517298,0.04076066338337279,761.6919733134777,674.5616582783192
2025-08-05 00:00:00-04:00,773.913496774336,780.571667176634,760.507423214992,760.9659423828125,11640300,0.0,0.0,60.50154955708168,7.434834363972186,,,729.3276123046875,,-0.016628633752342137,0.0410849721042711,767.6593637539279,672.8592885898222
2025-08-06 00:00:00-04:00,767.4845283360178,771.1126516160077,757.9757159507556,769.468017578125,9733900,0.0,0.0,62.46786863038081,9.678853627356716,,,735.1495300292969,,0.011172740751957955,0.04107423752996029,774.1294916367735,670.2973516249451
2025-08-07 00:00:00-04:00,770.9631295472946,772.4682063669705,757.0686667309535,759.3412475585938,9019700,0.0,0.0,58.718326059601964,10.518854545802355,,,739.8371643066406,,-0.013160741951829147,0.0416178173196678,778.3218438970223,669.5527044428216
2025-08-08 00:00:00-04:00,760.2582141992069,767.3848805938525,756.1018539756519,766.7868041992188,7320800,0.0,0.0,60.59127069657936,11.651049475508557,,,745.4806701660157,,0.009805284072956333,0.04146915455611485,783.814593959331,669.222027134419
2025-08-11 00:00:00-04:00,767.5643106154529,770.9332736584846,762.171949999175,763.3680419921875,7612000,0.0,0.0,59.26173977051148,12.132599521007933,,,750.288916015625,725.96396484375,-0.00445855639182724,0.04167023633051454,788.1025499770765,669.4143872787829
2025-08-12 00:00:00-04:00,770.4747258826147,791.077183084039,769.9065806861354,787.419189453125,14563100,0.0,0.0,65.06876730484458,14.29022913164772,,,759.2595092773438,727.688643391927,0.03150662084067646,0.04067086930034138,796.4547913329467,668.9971373779907
2025-08-13 00:00:00-04:00,788.5654595317508,792.8613769942957,775.6876233736197,777.5316162109375,8811800,0.0,0.0,61.206121693015476,15.029075785830287,,,767.7187805175781,729.710683186849,-0.012556937111292132,0.04101737875887009,801.3597415943486,671.7839778880732
2025-08-14 00:00:00-04:00,775.3387743217048,785.2363270315518,769.986322264654,779.5748901367188,8116200,0.0,0.0,61.711943064863995,15.59966893876117,,,768.5849365234375,731.9885477701823,0.0026278981885501373,0.02103814371380931,805.5719025104277,675.6174468548068
2025-08-15 00:00:00-04:00,781.5883668624648,793.6488143059948,778.269228256533,782.664794921875,13375400,0.0,0.0,62.508056794495204,16.11542898230914,13.06834940806169,3.0470795742474497,772.0954284667969,734.1886698404948,0.003963576590588103,0.017869715543595552,809.5341700752964,679.723733977438
2025-08-18 00:00:00-04:00,772.5579712024165,773.2755899130946,754.0884756033142,764.8631591796875,16513700,0.0,0.0,55.365546508139666,14.915789367680077,13.43783739998537,1.4779519676947075,771.1983703613281,735.817333984375,-0.022744904150140632,0.016227170578701735,810.8548949920997,683.8252380645409
2025-08-19 00:00:00-04:00,764.613945820292,764.6637703117248,746.9119549568848,749.0250244140625,12286700,0.0,0.0,49.90214750385034,12.542479325141016,13.2587657850165,-0.7162864598754837,770.0042785644531,736.840976969401,-0.02070714816832242,0.016706476764168286,809.7581215738066,689.5737692953339
2025-08-20 00:00:00-04:00,745.1278092436016,747.7492222984731,728.6119336256934,745.2772827148438,11898200,0.0,0.0,48.6780753265453,10.241148993012985,12.655242426615798,-2.4140934336028135,767.585205078125,737.3373494466146,-0.005003493310721474,0.01612077746413876,808.8840396013928,693.850695506029
2025-08-21 00:00:00-04:00,742.2772053426181,743.0646026719377,730.7150636889187,736.6854858398438,8876300,0.0,0.0,45.89845854512483,7.636018651681752,11.65139767162899,-4.015379019947238,765.31962890625,737.7313924153646,-0.011528322510653277,0.01601519464017381,807.7393647471023,697.4174284657882
2025-08-22 00:00:00-04:00,736.81505282597,754.4273720053774,731.9908982789533,752.32421875,10612700,0.0,0.0,51.34455377766299,6.755476210119355,10.672213379327063,-3.9167371692077086,763.8733703613282,738.9699971516927,0.021228506887613907,0.017372740518820096,806.3346473048048,703.0193932225391
2025-08-25 00:00:00-04:00,752.3542264258249,756.4009611345599,747.679544879892,750.8391723632812,6861200,0.0,0.0,50.821380932641745,5.870141808129915,9.711799065087634,-3.8416572569577188,762.6204833984375,740.0458068847656,-0.0019739446766531277,0.01734772290544101,804.915803820391,707.9935955936716
2025-08-26 00:00:00-04:00,748.3472672479323,752.4039786334924,745.4966249237331,751.636474609375,7601800,0.0,0.0,51.109414893449575,5.173209999329401,8.804081251935989,-3.630871252606587,759.0422119140625,741.498046875,0.001061881525952213,0.013046003188040495,799.5727991221793,718.7289220692269
2025-08-27 00:00:00-04:00,749.8423869559551,751.6863799088018,740.4133296583533,744.9384765625,8315400,0.0,0.0,48.5375287416751,4.0339136097853725,7.850047723505866,-3.8161341137204934,755.7828979492188,742.9755391438802,-0.0089112200819631,0.012847225206510599,789.5084919842739,733.993186482523
2025-08-28 00:00:00-04:00,741.5694916361576,750.5899148175357,738.3799332684189,748.65625,7468000,0.0,0.0,50.0403012074831,3.3919064721393397,6.958419473232561,-3.566513001093221,752.6910339355469,744.6267944335938,0.004990712058069002,0.013007456844119584,788.6207820133108,732.6551884456736
2025-08-29 00:00:00-04:00,742.8453254860702,744.6992345800578,732.9477115811937,736.2868041992188,9070500,0.0,0.0,45.30052504392378,1.8635188050080842,5.939439339587666,-4.0759205345795815,748.0532348632812,745.7703796386719,-0.016522196670075595,0.01323171543812228,789.5048380676615,730.6438252624166
2025-09-02 00:00:00-04:00,723.6681793458474,733.595664312695,719.3722615167949,732.7085571289062,9350900,0.0,0.0,44.00210231370329,0.3593831877719822,4.823428109224529,-4.464044921452547,744.8377746582031,746.5059692382813,-0.004859854950414522,0.011855702758266364,789.0205685160088,727.0155765035224
2025-09-03 00:00:00-04:00,733.5955932459119,737.8317091036498,731.5921498947655,734.6421508789062,7699300,0.0,0.0,44.920815538060495,-0.6689193834275784,3.7249586106941077,-4.393877994121686,743.3994873046875,747.5771260579427,0.0026389670643083285,0.010466091064239933,789.2867581635234,724.1170077056173
2025-09-04 00:00:00-04:00,746.1245900119145,758.6734271200463,743.3835736708148,746.204345703125,11439100,0.0,0.0,50.18387109419461,-0.544606205273908,2.871045647500505,-3.415651852774413,743.4921936035156,748.7423095703125,0.01573853992775409,0.011755909537387326,787.877637607761,723.1997610738797
2025-09-05 00:00:00-04:00,750.1613099282893,755.4739147328357,742.596139272426,749.9918823242188,9663400,0.0,0.0,51.8083840650436,-0.1388638286243804,2.2690637522755277,-2.407927580899908,744.8228332519532,749.9932088216145,0.005075736482779147,0.011070065666704036,787.4470613100559,722.6954008481473
2025-09-08 00:00:00-04:00,753.5302710608411,764.0059463353695,749.5632925404257,749.8423461914062,13087800,0.0,0.0,51.73664999066028,0.16867918326852305,1.8489868384741268,-1.6803076552056038,744.5746459960938,751.3095621744792,-0.00019938366845928535,0.008727569995692823,786.213702664576,722.234313692846
2025-09-09 00:00:00-04:00,755.0154070864886,763.7966239723705,750.9686728075005,763.1986083984375,10999000,0.0,0.0,57.409043142847885,1.4731662298050878,1.773822716740319,-0.3006564869352313,745.8105895996093,752.9066630045573,0.01781209380194415,0.010389504065303767,786.1956285121171,722.2354444859297
2025-09-10 00:00:00-04:00,762.6304417530438,763.1985869501963,748.5465974429485,749.5233764648438,12478300,0.0,0.0,50.8227444582449,1.387510328772919,1.696560239146839,-0.30904991037392016,745.5992797851562,754.6336669921875,-0.017918313507267802,0.012107202359585215,780.4680746394517,724.173417059767
2025-09-11 00:00:00-04:00,752.1847098305358,754.6266574243845,745.9251963321232,748.4469604492188,7923300,0.0,0.0,50.33325174012555,1.2187209768172806,1.6009923866809275,-0.3822714098636468,745.9501281738281,756.483935546875,-0.0014361340145279122,0.011735727639143495,776.5510724656913,725.1819536573555
2025-09-12 00:00:00-04:00,746.2840072815898,755.095155276553,741.330272625368,753.1216430664062,8248600,0.0,0.0,52.474049284854125,1.4454992035584837,1.5698937500564387,-0.124394546497955,746.3966674804688,755.890879313151,0.006245843545655827,0.011795272341643343,771.6545220770563,727.4331793389592
2025-09-15 00:00:00-04:00,754.995481759339,771.5412896866574,749.5334031898147,762.201904296875,10533800,0.0,0.0,56.40483270470764,2.331052850261358,1.7221255700974227,0.6089272801639352,748.9881774902344,756.3789469401041,0.012056832138693574,0.010568722459913162,765.7642662636673,731.2771460898483
2025-09-16 00:00:00-04:00,764.494341124313,778.8074148399552,762.6005237676653,776.4551391601562,11782500,0.0,0.0,61.752356943532206,4.135308171099382,2.2047620902978147,1.9305460808015673,753.3628356933593,756.4663269042969,0.018700077739151943,0.011106564673712295,769.0664760571092,729.1341342944534
2025-09-17 00:00:00-04:00,777.4419836717854,780.731191338524,763.8066796606671,773.1859130859375,9400900,0.0,0.0,59.93633621632118,5.240979539953855,2.8120055802290227,2.4289739597248325,757.2172119140625,756.8736592610677,-0.0042104506871509795,0.011531146244467012,772.8656690975141,727.7510301212359
2025-09-18 00:00:00-04:00,778.1994774600552,786.203274581819,770.8336042127465,777.7011108398438,10955000,0.0,0.0,61.6153021875557,6.407706734781527,3.531145811139524,2.8765609236420033,760.3668884277344,757.148095703125,0.005839731010987004,0.010934086419393928,777.2934910812917,726.5655909499583
2025-09-19 00:00:00-04:00,783.8508708699721,788.2165669565625,766.6771780735046,775.837158203125,23696800,0.0,0.0,60.48834934127007,7.100095560452132,4.244935761002046,2.855159799450086,762.951416015625,757.6979593912761,-0.002396746784514514,0.011121070101241045,780.2659043008166,727.5083449667616
2025-09-22 00:00:00-04:00,779.8217552362186,783.6916948825968,762.4868363426395,763.175048828125,11706900,0.525,0.0,53.34985997096561,6.551569869049331,4.706262582611504,1.8453072864378273,764.2846862792969,757.577567545573,-0.016320576091413352,0.012756921421431993,781.1022585088049,727.7570737665858
2025-09-23 00:00:00-04:00,767.2545389947088,768.6010126974617,749.1217058463387,753.4404907226562,10872600,0.0,0.0,48.60114653010157,5.270605562596074,4.819131178608418,0.45147438398765605,763.3088745117187,757.2466491699219,-0.012755341150652688,0.012151642770088933,781.1863518132454,727.9331122980827
2025-09-24 00:00:00-04:00,755.5349308449814,759.1355513505183,750.5778529948334,758.6867065429688,8828200,0.0,0.0,51.12599435683219,4.62543871485741,4.780392685858217,-0.15495397100080766,764.2252075195313,756.2888997395834,0.006963012852256867,0.01082772823793524,781.5613922105241,728.2630950941633
2025-09-25 00:00:00-04:00,751.4954858581857,754.8068807440363,742.6185490172081,746.9672241210938,10591100,0.0,0.0,45.72267796709285,3.1323670744013725,4.450787563566848,-1.3184204891654758,764.0772338867188,755.2700866699219,-0.015447064408543487,0.012053700303859938,781.5252902192175,728.5020718413294
2025-09-26 00:00:00-04:00,748.0544659269957,749.9794521140951,735.4372562509625,741.8206787109375,9696300,0.0,0.0,43.54616812189775,1.5163344792235876,3.8638969466981963,-2.3475624674746087,762.9471374511719,754.0116129557292,-0.006889921329830573,0.011996993603770656,781.6742328766845,727.669572054956
2025-09-29 00:00:00-04:00,746.7777648139662,748.832479543402,737.2326433015477,741.4716186523438,9246800,0.0,0.0,43.39528503736929,0.2050866637495119,3.1321348901084596,-2.9270482263589477,760.8741088867188,752.6385070800782,-0.0004705450638020636,0.011046774788981034,781.3149290332923,728.5473573436608
2025-09-30 00:00:00-04:00,740.3245554260684,741.0426584785586,724.4159185837501,732.4749755859375,16226800,0.0,0.0,39.58796964849408,-1.5422623441414771,2.1972554432584723,-3.7395177873999494,756.4760925292969,751.5589009602865,-0.012133496198759475,0.008395188970876924,781.342765122848,728.4961630998082
2025-10-01 00:00:00-04:00,719.618385039583,719.9774365591268,708.3576941566364,715.4791870117188,20419600,0.0,0.0,33.59202041491831,-4.249481739787029,0.9079080066493721,-5.157389746436401,750.705419921875,750.4407063802083,-0.023203234432170317,0.009995913216866053,784.3486792398708,723.5739525960666
